userName,content,Classification,Confidence
rmqel,Good app but eventually stopped using it as it didn't fit my needs exactly.,Neutral,0.564
Success Life,Ol,Neutral,0.622
Sam Piper,"I'm trying to use this a family organiser and so far so good. The only feature I'd really like is to share reminders - is that possible? E.g. if I set a task in a shared list, I'd like everyone to receive a reminder for that task (or at least the person who has been assigned). As it stands, you can only set up reminders for yourself.",Positive,0.958
Daniel G.,"If it wasn't for the fact that the app doesn't offer separate widgets for Work Profile (I personally really need this), I'd give it 5 stars :)",Positive,0.937
Samiksha,Will be happy if this app comes with time duration..other that this is a perfect app with which one can easily create tasks,Positive,0.99
Becky Bernitt,"I love the app, 8have been usinfg it for quit a while now, the only thing I font like is that it only has a list option, though I wish to make a morning routine on it, please see this and fix it, thank you!",Positive,0.896
V. Sasi Kumar,It has been very useful for me.,Positive,0.989
Haran G,Its great for quick reminders with events just weird its 30 min before by default i wanna change that alsoo every 3 and 6 months reminder be USEFUL and a must pls like toothbrush replace reminder.,Positive,0.944
Mahendar,Adding Habit Tracker would be useful.,Neutral,0.639
Magic D,"Love the app, but frequent changes to the UX are frustrating. I manage to get used to changes, develop some muscle memory, and more changes come. The new snoozing experience is very slow! It may be flashy, but it's just painfully slow, it's an added inconvenience. Please at least make it an opt-in feature.",Negative,0.584
Daniel Moore,"This is my favorite to-do type of app, it's gorgeous on an oled display, but I really wish there were a better way to set up repeatable checklists. To start a good habit I find the reminder to do it everyday very helpfyl, but even better is tracking how many times I actually did after a week and when. This app allows repeat events with notifications but doesn't track time completed or show completed or incomplete events on Cal or Google calendar so making schedule adjustments is a chore.",Positive,0.957
K J,Easy to use interface... Premium account links into other APPS,Positive,0.871
track hawk,"Relocate the *Delete Task* & *Mark as Done* tabs. I have a Galaxy Note 10+, and, quite likely w/ other phones, when i motion to press my *navigation button* on the bottom right or the *open application button*, on the bottom left, i am frequently accidentally tapping the *mark as done* or *delete task* tabs and have to to manage or recreate my my task details that I was already working with. Aside from being increasingly frustrating, aggravating, and annoying, this becomes a time waster.",Negative,0.921
Nathan T.,"Honestly, needs a lot more features for me to be worth paying premium for (I tried out the free trial). The deal breaker for me was the fact that I can't set custom alerts for calender events.. maximum I can do is 2 days before event.. why can't I customize it (i.e 2 weeks or 10 days)? Then they need other things like automatic dark theme switching. Other than that, it's a nice productivity app. Love that it combines tasks and events into the calendar",Positive,0.996
Marek Roter,Nearly perfect for daily usage. Is there a way for widget do display tasks hours I think this would be massive help for the users?,Neutral,0.601
Tom Land,"Clean, simple interface. Generally fast and easy to add things as I think of them. However.....I wish the app didn't think it was so smart. I find the auto-spelling annoying. Putting in 8-10 ft. electric cord under lists was automatically interpreted as August 10th. And the assumptions about categories for shopping lists is annoying. 5 different things to get a hardware store end up in 4 different categories. Changing the categories for shopping lists is not easy to manage (and why do they show up under Tasks at all?)",Negative,0.995
Lakshya Thapa,"A perfect app to prioritize daily tasks, yet the U.I is still not up to mark.",Positive,0.825
Tess Jones,99% percent love this app! I would like the option to turn off the vibration that occurs when moving a task from one sublist to another. It's annoying to other people nearby when I'm using it in a quiet place which stops me from using it at certain times of my day. Otherwise fulfills all of my to do list and note taking needs.,Positive,0.997
Michael Gordon,"Great tool. I use it every day. There's a bug, however, that's very annoying. I'm on Galaxy Note 9. When I move the items, there's 80% chance the item will loose previously assigned datetime and will be moved to the Someday list. It's very annoying and time consuming! This is the sorting mode by Time. Additionally, when I choose this mode, majority of items belonging to various lists, unfortunately, will not be sorted by date & time, so I'd have to move them manually... Please fix these issues",Negative,0.868
Rinku Gurjar,Nice app foe reminder,Positive,0.972
Braden Dodge,"Great app, very usable, lots of features...but 36$ a year for premium? That's almost as much as I pay for my premium password manager, and that's much more complicated and costly to develop and maintain. This is a GREAT app, but there's no way I'm going to pay that much.",Positive,0.74
Raj Balar,Nice app very useful,Positive,0.996
Peter Kojo Klegeh,Nice,Positive,0.947
Eric Rupia,"Easy to use and very straightforward, no fuss just works perfectly with timely reminders.",Positive,1
Dipon Deb,Helpful app. Thanks for the good work.,Positive,0.997
Abbey Okeowo,"Any.do is gradually becoming my daily tool for managing my schedule, tracking customer debt position. It is a rewarding experience for d money.",Positive,0.987
ASHUTOSH,"I reinstalled 5 times but is'nt working basically It is'nt singing with any of 3 methods. Plese fix It, I am unable to use such a good application.",Negative,0.953
Parth Gupta,The app lacks tools to view how good I am keeping up with my daily habit/recurring tasks.,Negative,0.666
Ronaldo Limbat,"Very good planning organizer, but there's still few bugs here and there. In the grocery list, why i can't open the completed lists? It's always close again after 1 second. Please fix.",Negative,0.61
???? ????,Very nice,Positive,0.994
Eff Socialism,Great app but needs work.,Positive,0.463
Zach Anderson,"Best wunderlist replacement with one major flaw. As far as a to-do list app it is pretty decent and has what you would want. It is very tricky to figure out how to disable all of the random notifications this app sends you. That is my major complaint, but once you finally get it all disabled this app is decent. The layout is a little messy, but the smart grocery grouping is nice.",Positive,0.974
Oluwatunmise Alake,"This app is great , I mean really it is.. you can do a lot of things but only if you pay which isn't a bad thing , it's just that as a student adding this to my expenses is just not feasible ... Hence the 4 stars , connecting to a student service such as UniDays would increase influx of student users.",Positive,0.865
Mohssine Khaldoun,Goood,Positive,0.978
Olga L. Olivo,Good,Positive,0.983
Renzo Sabete,There's no search option for mobile version even I already have the latest version,Negative,0.692
Gelly Clarin,So far so good. I just dont like the fact that it has payment to get full features and it's quite expensive.,Positive,0.646
Alex oshim,Great,Positive,0.984
Derek Johnson,Great app for tracking tasks. Could use some work on gesture/finger detection. For example I will always accidentally close the text field for a new note when trying to hit save. Pro version is good but a little pricy for the benefits.,Positive,0.946
Asad Munir,Its a very good app...the only issue thats what i am facing is the reminder thing..it dont used to send me reminders and it only notify me when the app is opened. However i have already given all the notification rights. Dear any.do team kindly look in to the matter or advise me if i have missed something with respect to notification settings. Thanks,Neutral,0.523
Minh Tu?n Nguy?n ?oàn,Good note,Positive,0.536
Muhammad Akhdan Fadhilah,"It is great, but it would be better if the sort by Time feature is really sort it by Time. Not only today, tomorrow, and upcoming. It is really inconvenient if in the Upcoming tasks, it is not sort by time.",Positive,0.632
chloe Koh,So far this is the best app I have used to plan for my hw and studiesas it is very easy to set and plan the things you want .I highly recommend you to try this app.,Positive,0.998
Laura Stanhope,"It suddenly quit syncing. I've tried logging off and back on again with no luck. When I try to do it manually it just already says that it was synced ""just now""...even though none of the things I have added show up. Never had this problem before. If I can't get it resolved I will remove app and find something different. Very frustrating. Update: I did a FORCE STOP on the app, and it seems to be back to normal. It works for what I need (shopping list) but isn't the easiest for rearranging the list, and the advertisement at the bottom of the list is very annoying and makes rearranging the list even more difficult.",Negative,0.972
Nayanmoni das,This app really help me.?,Positive,0.812
Vijay Hiremath,How to disable the everyday 9am reminder to keep a reminder? Honestly don't need it. That's just a noise!,Negative,0.651
Geemal Wattaranthenna,No pop-up reminders because we use planner as we forget.,Neutral,0.502
Juan Perez Perez,"The grocery lists don't work on Huawei P30 Pro after your last update. The different list sections fold and unfold by themselves. It became impossible to use them. Fix it and I'll give you 5 stars again. Thanks for the follow up, I edit the review to 4 stars by now for the good customer service. Waiting for the big to be fixed!",Positive,0.925
_Shivansh Khampar!a_,"Increase my productivity, helps me to remind, and also the price for premium version is also very less.",Positive,0.977
Nicole Lyn,It helped me,Neutral,0.752
L Scherer,"I LOVE this app. It was the one I narrowed down to after having downloaded several to-do apps. HOWEVER, I wish it had just a plain note taking feature for day to day things to remember, without it being attached to a to-do item. I also wish the interface was slightly easier to manage, there are a couple fixes that would increase the apps ability to be intuitive for the user. (An easier way to undo checking off a list item, being able to view the agendas differently ie calendar and tasks)",Positive,0.924
azfar hakim,Love this app.. But I wish i can add due date for my task.,Positive,0.506
TAHIRI Mohammed,Très pratique !,Neutral,0.801
Sharvari Apte,"Are the tasks created in this apo visible in Google calendar? If yes, how to set that up?",Neutral,0.936
Ch Nagaraju,Very good app for manage the things. Easy to use.,Positive,0.999
Haitem Bkr,I can hardly give up on this app. It is so intuitive even though there are still things to improve. 1-Shortcut to grocery list 2-Displaying time of the task in the widget,Positive,0.955
Nigel Delaney,Its good and does the job,Positive,0.977
Yugal Kishore,I started with the subscription primarily because of the NLP. Does it support recurring tasks with NLP ? The integrations are awsome!,Positive,0.984
M Yalamandaiah,"Great app for goal makers, but there are some premium features . Please make them free to use. It's a humble request.",Positive,0.778
Mani Vimal,Subscribe by hi iam vimal,Neutral,0.833
John Richards,Good,Positive,0.983
Tricia D,Had an issue but it was handled right away.,Positive,0.976
arun prasad,Great,Positive,0.984
Samuel Alabi,Great App for planning my day,Positive,0.903
khosta dollah,It's simply the best ? ??,Positive,0.991
Jessica Rice,"Missing one key feature that is a deal breaker for me. I MUST have the option to create recurring tasks based on date of completion. Ex: If I have a recurring task set up to complete every 10 days, but I actually go 15 days before completing it, I don't want to be reminded again in 5 days. I want the next due date to advance 10 days from whenever I last completed it. It's unfortunate because I love everything about this app, but won't subscribe to the paid version until this feature is added.",Positive,0.848
Mason Barclay,I just like this app for it's widget. I didn't pay for the full version so I uninstalled. I'm coming back because the widget look EXACTLY how I need it to look. I wish I could JUST install the widget honestly. It's my favorite.,Positive,0.879
Lucas Godfrey,Really useful and well designed app - only thing I feel that is missing to make it five stars is having a shopping list widget,Positive,0.992
sukie chee,Do i need to pay?,Neutral,0.848
Ace Attorney,Great app! It makes my family and me do specific tasks. I would give it a 5 star review but sometimes the notification doesn't pop up at all.,Positive,0.983
Joshua Yoon,Very good app but I am giving it 4 star because the priorities constantly delete every time I leave the app and suddenly reappear which is very very annoying,Negative,0.998
Rao Salman,I m new to used,Positive,0.892
Yarik Galivets,I think that a bug when I set tag for the goal they sometimes disappear,Neutral,0.413
Amir Muhe,Nice,Positive,0.947
Sonia Davies,Timely,Positive,0.924
Carol Rhodes Dyson,"Excellent to help get organized, to dos, lists...havent used all features yet but looking to learn and utilize. U",Positive,0.995
somnath patra,Simple and useful. Liked the widget too.,Positive,0.998
yasir max,"Good app, simple, easy, beautiful design, bright colors, auto backup to cloud, sync with calendar, it has two subscribe plans, free account and premium.",Positive,0.99
amani swaleh,Good,Positive,0.983
Ismail Omar,"The app felt good enough for me to buy the yearly subscription, which I did and paid th 15€ it requested. But a week later they charged me 17 more euros to my credit card for the same subscription and the same features so I basically paid 32€ . THAT is a scam and unless I get my 17€ euros back I'm gonna keep the rating at one star. Edit: issue was solved and I got a refund for the extra money that was charged, all's well that ends well.",Negative,0.788
Caelin Aikman,"Would love to have been able to plan out a week and see it rather than having today, tomorrow, and upcoming. I use the calendar feature a lot, though and it is super useful",Positive,0.996
Justine Dreyer,"This app is good. I use it daily and it runs my life. I have too many tasks though, and anydo's plan my day feature is good at forcing me to postpone stuff to next week, repeatedly. Pls add a built in optional Eisenhower matrix tagging system - tag each item with a quadrant label. Add a matrix view option to view all today's tasks in quadrant view, with filters for specific list only or all items. It's hard work retyping any do items into other apps to view like this",Positive,0.78
Rami Aftimos,Very practical and usefull application,Positive,0.979
Akshay Tawale,Nice app which reminds us our tasks and events,Positive,0.982
RUDI HARIYANTO,I like thid,Positive,0.904
Sandeep Sujaka,Super,Positive,0.557
Jo Casandra,Good,Positive,0.983
Namogo Ibrahim Traoré,Useful,Positive,0.846
Patty Holcomb,Boo.,Negative,0.702
Jason Thornton,"This could be an awesome app. It has great potential except for a few flaws that end up making it a super irritating app. I have reported these issues to the app's tech support several times only to get lame responses with no resolutions. The latest being that when items are entered into a category in this app, the app for some reason resorts the sequence of items in my list automatically. I put these items in the list in a certain order for a reason. I have other issues, but no moreroomher",Negative,0.997
Abdul Ahad Alvi,Helpful ?,Positive,0.77
JustA Guy,"Useful app, but with the latest update that incorporates language automatically into setting the time, it will delete times that are part of my reminder. For instance, if I want to say ""go to a meeting at 3:30"" it will delete the words ""at 3:30"" and set the remind to 3:30. So if I wanted my reminder to tell me what time the meeting was, I can't see it anymore. Too bad this option can't be turned off.",Negative,0.786
Rakesh Yadav,Can anyone explain 'any.do moment' and 'plan my day' option in the app??,Neutral,0.593
A Google user,UPDATE: Tags have started syncing back again. Tags do not sync between the mobile and desktop app. I am a premium user and I put in a ticket about the issue. After frequent back and forth over the email the issue hasn't been resolved yet. I will update my rating after the issue has been fixed.,Negative,0.912
Alex Napa,"Integrates well with my work flow. I had difficulty in understanding the 'My Lists' so instead I ""listed"" My projects instead...works, now integrates well with what I do and the tags differentiates similar project ""lists"". I accidentally deleted my shopping list when I really wanted to remove some items...but its growing on me.",Positive,0.979
Freddie Chew,Is this a free app or have to subscribe (& pay) to use beyond 7 days?,Neutral,0.565
Dee Ekz,Only one suggestion: an option for big tasks. Sometimes i have a big task that i will complete over multiple days and it would be cool to be able to check off a little bit at a time.,Positive,0.839
Ricky Rick,this is a good app,Positive,0.989
Satish Kushwaha,Great.. and i liked it more than todoist..,Positive,0.815
TOA Production,Best to do list apk I have ever used.,Positive,0.934
Danielle Nikolee,Alot of great features and cry informative and reminds you as well . Great for me thumbs ?,Positive,0.995
Marguerite Pear,"Another app that what's my info by having me sign in. EDIT: I rethought my 1 ? as I don't want to sync just use, doesn't mean the app isn't good.",Negative,0.725
Bobby Taylor,Not always where it should be. does not always popup when set on samsung galaxy 9. very few aps rate 5 stars as very few have no problems at all. 5 stars woould say it works perfectly from my perspective.,Positive,0.946
Borjan Canev,It was perfect until the new update on Huawei P20 Lite. More precisely with the short cut (widget) on a main screen. Please sort this out. Thanks,Neutral,0.63
A Google user,I love this app Previous issue of being randomly logged out was resolved,Positive,0.826
Elisa Yee,Great app for managing your activities. Been using this for 3 years and it still meets my requirement in managing my to-do's,Positive,0.999
Phathutshedzo Seima,Great app. Love using daily,Positive,0.733
vishu pathak,Feel good help me for rewind my task,Positive,0.602
Linton Wright Jr,A very good reminder app.,Positive,0.994
Alioska Patiño,I love this app,Positive,0.996
Manish Sharma,"Please add option of grouping lists or creating sections into lists, so that we can have sub-lists. Rest it's good. Please make a note taking app also. You make amazing apps.",Positive,0.96
naveen sharma,Good,Positive,0.983
Muaz Aslam,I have never see such wonderful application before,Positive,0.809
Erik Nerrie,"Good integration with Google home, but needs widget to be able to access the shopping list",Positive,0.938
Esra Soner,"simplistic, easy and very useful Edit: Google voice demand beep cannot be muted?",Negative,0.643
A Google user,good one..nit n clean ..liked it.,Positive,0.986
Javed Akeeb,Plan my day should be free...,Neutral,0.757
Mary Nke,Sounds alittle hard and complicated to me Good app btw...,Positive,0.86
Marti Newkirk,I was finally able to get this installed- yay! My husband also put it on his phone so we can share the grocery list and others. I've updated to 4 stars as it seems to be working now. Thanks! Can't get it to finish installing and I have plenty if room. Gets to 97% and then stops. I will revise my review if I ever get to try it!,Positive,0.806
Tyler Fletcher,This app is awesome. I am currently using the free version and it had everything I need. It truly makes it easy for you to stai organized and not lose tracks of priorities.,Positive,1
kirill Levchenko,Great product,Positive,0.999
Chimmie Eze,"Great app, helps me to plan my day ahead",Positive,0.971
Leon,"This app is amazing, changed my life. I'm doing 3x tasks daily since I installed the app, I can't be lazy. The pro version is expesive for a student in my country.",Positive,0.977
Rajesh Waran,Good app ??,Positive,0.949
Ashlyn Mattila,I like this app. It is the most simple and straight forward of its type that I've found.,Positive,0.987
Urrel John,Very good,Positive,0.991
Gouresh Chauhan,Nice app Plzz start,Neutral,0.935
Rob Freeman,Good app,Positive,0.979
S. Srikanth,Great ???,Positive,0.971
Akash Karosiya,Great,Positive,0.984
Trisha Cardus,Really good to have when i have a busy week as can put appointments in all at once and other special dates,Positive,0.862
sander Eric,It helps me so much now I can do what I have to do without forgotten anything It is so cool,Positive,1
michael lehman,Yrp,Negative,0.84
Love you so? Love you too?,Aungwaioo,Neutral,0.778
sarvesh kolte,"I started using this a week ago, it has already became a useful tool for being productive. Really recommend downloading",Positive,0.995
Thúy Hòa,Good experiment.,Positive,0.909
Nautanki Pathshala,Amazing and fantastic app??,Positive,0.989
Flipo Fabio,Interesting,Positive,0.785
ko poeT,i like that app,Positive,0.957
Liza A,Truly the best planning app! I was looking for a planning app with widgets that can change their size. Was harder than I thought! I love that you can see everythubg even in the smallest widget. That was very important to me. What I also like is that you can see all your tasks in a time line sorted by time. This way I don't miss anything. Subtasks and notes are helpful. I like the separate feature for the shopping list! This app is super flexible and intuitive!,Positive,1
Mijanur sekh,?????? ??????? ????? ?????,Negative,0.897
Helena Tselos,Love it! Has been super helpful in getting me more focused ans organized. Super easy to use and love the reminders!,Positive,1
Alireza Mousavi,It is exactly what I wanted....?,Positive,0.974
Maryam Talebi,?????,Negative,0.714
Sahil Khan,Very nice,Positive,0.994
Juma Al Sulaimani,Excellent app. I like the design and it helps in making things done on time. The integration with many other apps has played major role in my daily life. I personally use the whatsapp integration feature. Thank you for the creativity.,Positive,0.999
No peace for D Wicked,Very Good,Positive,0.994
Global Shop Online,Best reminder ever,Positive,0.922
Diptha Nath67,good apps,Positive,0.929
yousef mahmoodi,great and useful,Positive,0.997
A Google user,I loved it.,Positive,0.966
Dedeman Akin,Likes it very much,Positive,0.989
Samantha Dapiran,I began using this app 18months ago after having a baby and feeling that i was never feeling organised. It has been a game changer in helping me schedual all of the little things and keeping me on track,Positive,0.997
Alexander William,"What i love a most is integration with whatsapp, feels like have a private secretary.",Positive,0.924
Dhana kodi Shuttler,Spr remainder,Negative,0.415
Mohit Trivedi,Very useful aap. I am satisfied,Positive,0.994
Eryu Xia,Thanks a lot for the reply! It's working great again like before!! ?? (Small suggestion: maybe make this fact more obvious from the app UI or provide sort order as an option for the widget ?) Thanks again!,Positive,0.98
Raju Sarkar,It's awesome. I've tried some other apps but didn't find as much productive as it.,Positive,0.991
ehsan eyvazkhani,ok,Neutral,0.784
Steve The Pesilat,"Truly amazing. One of the apps that I kept installing even after switching phones. Really helps me to organise my day better. LOVED the interface too, smooth and professional",Positive,1
Myriam Le Brock,Very useful app. Thanks to the developers!,Positive,0.992
Hussain Alhashimi,Great To do App,Positive,0.915
Muhamed Magdy,Encourages me to do more!,Positive,0.961
Lorna Lessing,Love this app. Used it for years!,Positive,0.994
Surbhi Sahu,Amazing app! Just one suggestion please please add feature of setting time in subtasks as well. It would be a really great feature making the app more wholesale!!,Positive,0.986
Artis Ozoli?š,"Been using it for years and planning everything in this app - from work to home payments. As a premium user I really enjoy the lightning fast support, which solves the rare issue that might occur. Five stars!",Positive,0.998
Renée La,This app is great! I'm able to use an online scheduling tool without having to pay for a subscription. Helps me stay on task at work.,Positive,0.999
Rob Mack,This app gets better all the time. I'd be lost without it... And so easy to use!!,Positive,1
Cliff VanGieson,Awesome app the best,Positive,0.999
Kevin Humphries,My personal secretary,Neutral,0.626
Nyi Nyi,Good,Positive,0.983
mojtaba karrari,amazing,Positive,0.986
Manas Kulkarni,Very very helpful and easy to use as well. 'Must Have' app.??,Positive,0.999
jeff jeff,Write down something on your mind and come back to it later - life saver - store all my thoughts and important revelations in the app to be worked on later,Positive,0.827
Tash Le Clezio,New to it but I think it's going to make my life easier,Positive,0.879
Waqas Mayo,Farhan Myao ?,Neutral,0.8
Sowmyayogesh Gowda,Superb ?,Positive,0.896
David Maxwell,"Use this app every day. The only problem is that when you place an item to do in a specific place on a specific day, the item jumps to the top of the day or to the bottom of the list by itself and you have to re-place it.",Positive,0.927
Ahmed Eldesouky,Nice app,Positive,0.979
Ace Mav,"IT'S AMAZING,IT HELPS ME BE MORE ORGANISED",Positive,0.932
captain dhani kancil,This is awesome,Positive,0.993
Dark Light,Helps very well with work.,Positive,0.992
Frank Charles,Best app keep it up,Positive,0.57
Carlos Spaini,I loving this app. It's make me a better people,Positive,0.888
Loretta Fields,"Started using this app in 2014. Still a great app. Of course, the paid version has more features but the basic version is quite useful.",Positive,0.994
????? ??? ?????,Like this apps,Positive,0.789
Kay Mowat,Love this app it has everything I need and I now remember what I need to do,Positive,0.763
Ali Heidari,Very good app,Positive,0.996
N Hello,"Very useful. I think it's best for a day-to-day use, but I'm particularly impressed with the grocery list function period really dig it! And it's really cool that it sinks with my calendar!",Positive,0.999
Syfax 5726,"Wonderful App !! Thanks, Any.Do Team.",Positive,0.925
Manish Mishra,"This app my ? phone number and used google account number and my all oldest play games with real money and Olympic tired my add all miss and hack accounts add loss money and my all 3 years use number usbGoogle Play Store activities add a""hithis list, not sear in this app use other people birdseed.",Negative,0.787
Megat Shahrizal b Mustafa Raja Abdullah,??,Neutral,0.507
Ashkan Ganj,Usefull app,Positive,0.977
Myllen Vestil,Past edits,Neutral,0.765
SarahJane Millar,This has been invaluable for our work projects and is easy to use,Positive,1
Myoui Akira,This app is so perfect. I love how the widget works.,Positive,0.99
EvilPrince Jaeden,Becoming more efficient after I start using this app. No longer miss any task.,Positive,0.983
Aditi shukla,Must install great app manges your plan your at an instant and in super organised manner with reminder which is great for it has great features of managing your time for your task,Positive,0.999
Gerald Hanley,Works pretty good. Easy to use.,Positive,0.995
Abbas Ahad,outstanding performance,Positive,0.973
????? ??????????,It's a good app for organising your day,Positive,0.941
Ritik singh,My experience is good so far.,Positive,0.939
Google Lol,Nicely Arranged Everything,Positive,0.54
tech markit,Love this app! My go to for organization,Positive,0.995
Alvin Untadi,"Very useful in helping my work organized, Love it!!",Positive,1
Joshua hemmings,Awesome trip organization,Positive,0.991
Lauren Cantor,"Though I had a hard time learning this app at first because I don't know the buttons to tap, but it won't take you long learning that buttons! I can manage my tasks on school properly na!",Positive,0.899
Alexander Bassin,I live it,Positive,0.944
Min khine,Good,Positive,0.983
ANIL,Forget everything and enjoy the life. Any.do will ensure you don't forget anything. It's really an excellent app to manage your everyday task so that you should not miss anything from your 'To Do' list. It's quite helpful in every day life. Thanks a lot.,Positive,0.999
C Cramer,Great to keep important things in front of me for a busy schedule. Love the option for when you can set each reminder for.,Positive,0.999
Baba Bhavesh,Cheap paid version... covers all u need to maintain a todo list,Negative,0.976
Keryn Baker,Good remind me to check,Positive,0.936
Tahir Baryal,rathergood,Positive,0.974
Joubert Steyn,Good,Positive,0.983
Anthony F. Norris,"Excellent customer service and very reasonable staff. They tried to reach me within a week, their responses were very clear and not once did they blame me for any issues I had run into. Overall, a great experience. The app itself is nice as a To-Do list or to organize your numerous tasks by due date, categories as well as location.",Positive,0.998
Shahid Siddiqui,The 1st October update has an issue in widget. The repeated tasks remain on top despite you mark then done for today.,Negative,0.846
Fatme Ali,"I love this app, and I can't start my day without it, but lately with the new updates I got lost with my tasks list the feature of having today tomorrow and upcoming tasks had been gone which is not good at all. I stopped using the app actually I hope the management of this app will look into this issue and fix it otherwise I will need to look for another app",Negative,0.861
Ahmed Sowan,?,Neutral,0.504
Cara Cheong,Intuitive and motivating way of zooming through your task lists!,Positive,0.993
Sundaram M.M.,The best.Pop up reminder is useful as it constantly pops up at the specified time and you can't avoid it until you reset the time and date.This is useful.,Positive,0.986
A Google user,Class,Positive,0.905
GEETA KARIA,Best app I have found,Positive,0.994
Buda Patrayasa,"Good, and the most important thing: it's free to use and the basic feature is more than enough for me Been using this for 3 years+, keep it up!",Positive,0.968
Michael Palma,"I love this app, it really helps me manage everything in my life.",Positive,0.997
Mohamed Fawzy,Good app,Positive,0.979
Arun Shinde,Nice,Positive,0.947
Tasneem Abed,Nice easy way to track tasks in different parts of your life.,Positive,0.995
Gustavo Ferro,It is absolutely the best tool,Positive,0.998
ATRCHstudio,Excellent,Positive,0.993
A S,"Only thing that could make this better and maybe I'm just too dumb to figure out, lol, how to make it work.is if as long as the apps open you could just talk into your phone and say like task/ event instead of having to stop and type it you know but that's my two cents I still love it thank you",Positive,0.97
Mahesh Chobhe,Good,Positive,0.983
Ashley Mutawakkil,So far so good I just download this to help my husband be more organized.,Positive,0.926
Arti M,"I like this app for the most part. Loads of different plugins however if you want to change the date for your reminder from the default date, it takes 7 taps! SEVEN! That is not great UX and needs to improve. I miss the Wunderlist style smart date adding. Update: The new smart date feature makes this a 5 star app for me!",Positive,0.996
D Dziki,"New navigation is far less convenient than the pre update there should be an option to revert it. Update: Thanks for listening, updated to 5 star for the reply",Positive,0.971
Suresh Mishra,Good,Positive,0.983
Raphael Antonio,Just do it,Neutral,0.879
Karishma Gandhi,Great app,Positive,0.992
Always Dream,The best app ever...worth my money for subscribing.. Cause I'm a student and it's really help me to manage my day,Positive,0.986
Adrienne Foreman,"I adore this app. For an absent-minded-professor type like myself, having everything I need to stay on track and show up all together in one place that can be accessed across platforms is an absolute lifesaver. The UI is really well designed as well. Highly recommend.",Positive,1
C. Clifford Smith III,Excellent App! Especially for focused practise!,Positive,0.998
Vikaram Jeet Rana,Awesome app,Positive,0.993
Ionut Tudor,Great update...,Positive,0.756
A Google user,2012 REVIEW: Been looking for a simple to do app with drag and drop and this is the best.,Positive,0.983
CARLO Yu,Very good! Superb app,Positive,1
Sanja Stijovic Mickovic,Thanks for your help! ? If I may I would suggest that you work on newly added tasks - it would be much more convenient if they didn't end at the bottom of the list. Thank you in advance.,Positive,0.895
Ajay Verma,Good,Positive,0.983
Daniel Mfugale,Amazing,Positive,0.98
Shravani Dagade,Great app,Positive,0.992
Raju Pranacik,Op,Negative,0.894
Jessica Hernandez,Good,Positive,0.983
Stuart Banks,"Enjoying this app. Works offline and gives you daily reminders to help you get things from your mind into a list format and encourages you to work through them in one day, or whenever you can.",Positive,0.986
Moataz Saleh,Wonderful application,Positive,0.96
Kimberly McCoy,Love it! Gives me everything i need and let me do a monthly subscription so that I can have the few extras that you get with the paid version. Free or paid are worth it,Positive,0.999
Prabhakar K.,Very nice app?,Positive,0.899
sriram d,Good,Positive,0.983
jimpravin doss,Cursor missing often ?,Negative,0.817
zawzawlin.pp ahhtinkhaya88,Goods app,Positive,0.524
Amlan Sen,The best organiser at your finger tips,Positive,0.995
Isaac Ichiho,But I want my vip subscription today,Neutral,0.677
Joan Betancurt Restrepo,"No se por que, pero no me notifica sin sonido",Negative,0.895
Laurence Opena,Good,Positive,0.983
M RAJSHEKHAR RAO,Good one,Positive,0.931
Ervin Tagoe,Excellent app in every way.,Positive,0.994
Tanya Sharpe,I'm loving it ?,Positive,0.979
Steve Hayes,I absolutely cannot live without this app. I use this everyday with my family to handle our things to do as well as plan out our schedules. The integrations with so many different applications is another aspect that makes this app a must have!,Positive,1
Diana Aridi,Love it,Positive,0.989
Miran Khira,Mira Boss 513+780,Neutral,0.84
Kelly Brook,I love any do,Positive,0.878
Ali Hosseini,Good,Positive,0.983
Yohanes Adi Wijaya,Good ????????,Positive,0.979
Jamal Said,#5 jsmallaadawy Tz??,Neutral,0.485
hala oth,Good app to help u planning with fun,Positive,0.983
Tristen Young,Works. Would like the focus feature to be more of a timer though,Positive,0.836
Prabhu Prabhu SY,New calendar,Neutral,0.506
Robin File,"One of ""the best helpful apps"" I've come across. ?????",Positive,0.426
Rendy Adhie Pradhana,super task app,Positive,0.771
Richie Wong,Possibly the best reminder app on the play store,Positive,0.976
Jaazy Perinda,You wont steal my information right?,Neutral,0.912
Ben Gibson,Just what I needed! It's a big help for organising tasks and setting reminders when I'm at work.,Positive,0.992
Vijay Mani,Great app to record and follow up for your daily activities,Positive,0.981
Danda Sri Charan Reddy,I really love it,Positive,0.99
Helen Doherty,I love this app,Positive,0.996
Maas Trivandrum,Wonderful experience in the free version itself . let's you organize your day and make it optimally productive,Positive,0.973
HSY 359,Very good widget appearance,Positive,0.966
Josh Royce,"I love the format, layout, and look of this app!",Positive,0.995
Syed riyaz ahmed,Good app,Positive,0.979
blue jonghyun,So far it's so good,Positive,0.996
April Crestani,Awesome! So organized but simple to use! Love having it as a widget so I can see it everytime I open my phone!,Positive,0.996
Narjes Jakestani,best app,Positive,0.981
Karen Joy Taylor,I really find this app helpful,Positive,0.961
Madhur Jain,Awesome app. I just love it. I use it every day.,Positive,0.998
